stop_id,x,y
775,291193.65229182295,5628931.67051319
776,291583.4352359226,5629038.879696248
777,290477.99530098063,5628329.051971157
778,290413.0179467973,5628355.048366841
779,290349.03063950525,5628531.99561505
780,289577.0311812054,5629563.043934263
781,289583.9661630457,5629552.964917181
782,289099.01922743727,5629815.99166277
783,289111.9976950792,5629807.003438937
784,290209.9836157307,5628365.000199785
785,290278.97198527795,5628543.945609822
786,289596.0805708748,5629547.019374941
787,289100.31473035156,5629811.373792549
788,291929.01068518945,5628309.994290467
789,293049.0278100021,5631362.034270218
790,293073.0128174515,5631320.996182293
791,292786.00359550794,5631483.955170329
792,292874.993905468,5631461.03929197
793,292408.97681926517,5631617.004806609
794,292442.01416589855,5631612.012925157
795,292972.9754023202,5631728.0475581335
796,292958.9892005131,5631772.028984562
797,293060.1967495451,5631341.213907996
798,292834.26786029444,5631471.4562634155
799,292426.71734140976,5631614.181747932
800,292957.24852585164,5631763.747235078
801,293300.01106406644,5631563.954112042
802,293348.02319099696,5631585.987225485
803,293025.98954639083,5631189.027275158
804,293046.03087550733,5631189.009972465
805,292550.9963513482,5631123.977272809
806,292552.9977550509,5631113.987648362
807,293249.0055884404,5630953.020117594
808,293256.9773275461,5630960.052392567
809,293690.98624751,5631703.993451942
810,293439.02846412145,5631716.992241142
811,293314.79842468223,5631572.051936871
812,293037.03862437315,5631190.035520003
813,292552.7658851906,5631120.566355803
814,293390.0054294265,5631800.999799565
815,293352.0032232384,5632047.02417133
816,293217.97642215015,5631904.034243432
817,293222.98468193837,5631919.980469077
818,293680.9649152869,5631719.979022743
819,293359.97803633276,5632191.0119758025
820,293424.9826348971,5631724.007706292
821,293701.94617271435,5631713.468811181
822,293386.2496325675,5631802.373688465
823,293420.2317659289,5631726.979898881
824,293349.89350839285,5632040.093138094
825,293368.1191631534,5632193.472391506
826,293221.62783390994,5631914.244373108
827,295063.03578908835,5632782.047058684
828,295082.9892537982,5632771.017601523
829,294556.9861913177,5632660.038351327
830,293816.02140269167,5632524.999157624
831,293822.00426514866,5632513.9616025025
832,295569.9809632988,5631505.044038958
833,295529.96951272036,5631513.964140105
834,295350.0078661747,5631734.035452278
835,295357.9940071445,5631737.9525074465
836,294488.02144581545,5631410.025597039
837,294498.01369119034,5631403.952573197
838,294494.97907104006,5630746.028237189
839,294522.0271729825,5630784.04252955
840,294351.02678439335,5631787.994430121
841,294356.02034041774,5631784.011426076
842,293576.01158581977,5632783.038125181
843,290585.0304677236,5631851.96665251
844,290570.97827964864,5631856.98603152
845,291869.0179362431,5632526.0108498065
846,291870.00081694627,5632540.001413841
847,291583.989100829,5631825.010551969
848,291545.9924150619,5631832.990331024
849,292034.97496962675,5631812.98496894
850,292045.0252728376,5631819.041598172
851,291978.9947260682,5632259.054821493
852,291979.9870547693,5632155.016143949
853,292901.0022123847,5632080.98440066
854,292915.9998908255,5632253.977069534
855,292251.0084819659,5631889.98423223
856,292251.99252611806,5631896.959849372
857,292380.7869165158,5632012.4099701885
858,292372.4095407476,5632018.200175952
859,292133.9780643642,5632199.972144036
860,292124.9632901724,5632180.957691858
861,290574.6484439394,5631853.497863508
862,291572.57758224115,5631829.030644559
863,292040.52850669343,5631815.992170568
864,291983.3347933808,5632231.712439403
865,292119.1653918461,5632274.276023972
866,292906.65861280845,5632168.166449891
867,292234.517109298,5631885.186462049
868,292392.2064734666,5632020.973587099
869,291869.0179362431,5632526.0108498065
870,289932.9762334891,5631866.9953499725
871,289903.0161307325,5631872.992669314
872,288451.9750623056,5630431.955125145
873,288297.9675567597,5630717.041402779
874,288294.03413523233,5630720.987325799
875,288468.0082951712,5631451.962659097
876,288481.9723376704,5631443.043797712
877,288301.007080951,5631558.96910055
878,288297.9650402061,5631563.992350541
879,288713.9828703102,5631436.962593366
880,288713.9828703102,5631436.962593366
881,289394.0138956449,5631884.989090532
882,289376.9887670486,5631888.016377288
883,288457.0147383448,5630423.955712942
884,289911.6623125168,5631870.416661914
885,288414.78796326835,5630454.845665719
886,288297.44634839264,5630719.846416161
887,288476.1054260015,5631446.288708741
888,288711.92607135314,5631436.712015648
889,288297.66965386027,5631563.6703042
890,289381.50502969546,5631881.041178201
891,288476.1054260015,5631446.288708741
892,292343.00404805085,5634704.969239692
893,292329.0068935967,5634773.005122645
894,292366.00276735565,5634744.0248392
895,292566.0215762474,5633647.953497883
896,292510.0170002363,5633640.945177221
897,292106.03422073304,5633796.036813951
898,292125.0339396044,5633779.020677728
899,292316.9786433388,5633714.00955849
900,292356.9848379638,5633686.023061763
901,291672.0254136919,5633339.945755016
902,291678.9894410649,5633350.022321421
903,291616.96570443804,5633560.951184992
904,291630.9783274854,5633555.045159295
905,291765.016043389,5632911.985148291
906,291772.00550864125,5632898.009575742
907,291551.00520579366,5633801.991831842
908,291556.0142393087,5633802.013806588
909,292262.0693646369,5633033.083019828
910,292145.4534889435,5632941.201716821
911,292023.6458576721,5632844.853655603
912,291678.19006695267,5633344.152850831
913,291624.37442329165,5633571.5666015465
914,291769.4683350712,5632905.126062255
915,291549.1297688665,5633837.92135131
916,292384.3373000892,5633365.6974366885
917,292583.44102786423,5633400.178969047
918,292106.03422073304,5633796.036813951
919,292316.9786433388,5633714.00955849
920,292566.0215762474,5633647.953497883
921,293811.97656314087,5633943.034716275
922,293770.0063844473,5633886.019328432
923,292911.01874325704,5632681.969394101
924,292923.0001431715,5632671.025986975
925,292934.9678018053,5633725.004499299
926,292919.0004193532,5633711.944438297
927,292868.982419335,5633096.962113593
928,292874.0196964063,5633165.017246773
929,293491.0161030807,5632530.98304
930,293466.9950207409,5632523.028668664
931,292795.01113734336,5633374.043949829
932,292799.97344268777,5633379.970402065
933,293152.97009291797,5632657.982360092
934,293242.9683342448,5632612.984851164
935,292914.01584850054,5633008.987038496
936,292931.00087492925,5632927.0278769545
937,293286.0319415706,5633623.969016984
938,293059.9939303476,5633216.964642125
939,293058.96522695024,5633199.969516319
940,293308.9820422104,5633463.052304395
941,293355.9836117005,5633492.028045941
942,293494.9686799012,5632883.013453656
943,292722.9958384392,5633638.021944076
944,292701.99887864187,5633720.030799854
945,292728.0032947345,5633684.031533281
946,293274.9795670329,5633533.994887515
947,293463.97976633447,5633006.94677528
948,292717.7193716945,5633677.315081792
949,292934.9678018053,5633725.004499299
950,292795.01113734336,5633374.043949829
951,292868.982419335,5633096.962113593
952,292911.01874325704,5632681.969394101
953,293152.97009291797,5632657.982360092
954,293491.0161030807,5632530.98304
955,292914.01584850054,5633008.987038496
956,293059.9939303476,5633216.964642125
957,293308.9820422104,5633463.052304395
958,292659.0310431527,5633656.048327421
959,290290.0361375378,5636798.023339171
960,290215.9982764274,5636864.036542463
961,292809.9754662819,5634858.040778046
962,292794.98897050996,5634865.986857235
963,291658.97149962466,5635749.948879584
964,291664.96331806795,5635756.946449788
965,291665.9711170869,5635775.055987728
966,291913.9639520304,5635429.9633306945
967,291941.9845383014,5635420.045362046
968,292153.99896138895,5635206.016003019
969,292145.0332155699,5635233.988827312
970,289988.7450149829,5635524.634634904
971,290178.421857465,5636003.024766459
972,290235.0185064691,5635618.026181802
973,300498.98381545127,5625926.961026818
974,300482.03193344426,5625914.02674156
975,300375.9697196566,5626505.043865241
976,300321.98100152006,5626494.975725493
977,299960.97804614564,5625819.980935004
978,299896.0369588672,5626329.049448191
979,299967.02872302715,5626310.961127723
980,299955.9972127725,5626618.002643363
981,299944.0053182305,5626611.003292641
982,300066.0289524768,5625791.013241897
983,299966.00341965,5625788.948247975
984,299831.96441424993,5625461.977295943
985,299242.0185304249,5625826.009837722
986,299215.9789656016,5625800.959606434
987,299562.9876928525,5625568.946969862
988,299498.01467752026,5625493.954548122
989,299480.0131881754,5625587.946238696
990,299805.0273584525,5625038.0433930885
991,299805.9882000747,5625052.034790226
992,299481.01803783304,5624913.990848996
993,299474.96825944306,5624933.039176088
994,300040.01827761426,5625329.969015063
995,300025.99867235357,5625330.951855587
996,300096.9879659788,5624964.05336259
997,300087.9984836249,5624970.966639795
998,299599.96713488386,5625181.969829004
999,299597.99377235153,5625194.960601416
1000,299612.98661518574,5625245.042376911
1001,299182.00616085675,5625069.0059267515
1002,299158.0296773263,5625082.955409586
1003,300037.9746135991,5625658.041126826
1004,300389.9829823468,5627155.038404773
1005,300384.00097822316,5627150.0347235305
1006,300868.03146052593,5626037.99512135
1007,300872.0057054241,5626032.944646903
1008,300587.965762896,5626692.99188689
1009,300575.9828209018,5626712.043158663
1010,301416.96973969287,5626195.97436524
1011,301278.9919557498,5626154.0254935445
1012,301052.0045535944,5626094.989923792
1013,301117.0158689251,5626106.983354284
1014,300621.0338932226,5624991.982164019
1015,300592.9713188883,5625107.951996108
1016,301484.0250081402,5624714.023807159
1017,301517.99310993694,5624774.966523483
1018,301825.98821312655,5625112.953249157
1019,301833.97719548596,5625114.987718658
1020,300704.0227367436,5626229.966832212
1021,300783.9805867478,5625853.050413456
1022,300542.97908155975,5625646.050726469
1023,300384.9930286646,5625774.007024876
1024,299599.9720986495,5626092.029417795
1025,299662.0280522357,5626026.962759922
1026,299676.02673279133,5626087.993723384
1027,299272.96807685733,5625874.029164418
1028,298795.97780126054,5625516.982610218
1029,299247.9678059238,5626352.959127251
1030,299267.024624242,5626326.95204214
1031,298963.99850125617,5625693.986348177
1032,299008.9668781891,5625707.951561415
1033,299278.9917646614,5625947.94735965
1034,299325.97090528766,5625916.969162816
1035,299342.98976109014,5626060.04949544
1036,299367.0063643341,5626105.997980667
